id,gender,age,hypertension,heart_disease,ever_married,work_type,Residence_type,avg_glucose_level,bmi,smoking_status,Country,dob,full_name,ssn
71110,Female,54,1,0,Yes,Private,Rural,183.02,32.8,formerly smoked,US,1965-09-08,Patricia Mccafferty,971410776
3596,Female,60,0,0,Yes,Private,Rural,114.19,30.5,never smoked,US,1958-10-27,Alfredo Lynch,750006620
30374,Female,76,1,0,Yes,Self-employed,Urban,77.49,36.5,never smoked,US,1943-10-13,Margo Metzner,191203271
56684,Female,59,0,0,Yes,Private,Urban,220.7,33,formerly smoked,US,1960-06-24,Ola Vo,608818133
15735,Female,45,0,0,Yes,Self-employed,Urban,114.75,25.8,,US,1974-04-12,Desmond Rios,135619710
47069,Male,40,0,0,Yes,Private,Urban,89.25,26.3,,US,1979-02-16,Ashley Carson,813346215
3393,Male,12,0,0,No,children,Urban,106.52,25.1,,US,2007-08-14,Howard Powell,134788771
30891,Female,69,0,0,Yes,Self-employed,Urban,209.81,44.5,formerly smoked,US,1950-06-17,Patricia Corson,737500444
69859,Female,65,0,0,Yes,Private,Rural,93.06,29.6,,US,1954-05-13,Mary Simpson,446125637
63394,Male,21,0,0,Yes,Private,Urban,91.75,18.7,never smoked,US,1997-10-17,Jesse Meadows,198875454
24457,Female,30,0,0,Yes,Self-employed,Urban,98.34,22.9,smokes,US,1988-12-18,James Foster,997617050
35581,Female,80,0,1,Yes,Self-employed,Rural,93.7,22,never smoked,US,1938-10-30,Leah Aiken,105274282
16667,Male,9,0,0,No,children,Urban,92.81,20,,US,2009-12-26,Clifton Healy,051993948
65581,Female,36,0,0,Yes,Govt_job,Rural,77.01,34.6,formerly smoked,US,1983-04-14,Janie Campbell,135988079
52420,Female,55,0,0,Yes,Govt_job,Urban,62.69,22.3,never smoked,US,1964-07-17,Krysta Pennell,015546638
2812,Male,70,0,0,Yes,Self-employed,Rural,103.97,,smokes,US,1949-06-04,Vickie Brown,931307432
8367,Female,25,0,0,No,Private,Rural,104.96,24.1,never smoked,US,1994-05-02,Ronald Anthony,547046897
7793,Female,1.72,0,0,No,children,Rural,90.9,16.9,,US,2017-12-31,Tracy Wada,819881931
5885,Male,43,0,0,Yes,Private,Urban,194.74,35.9,smokes,US,1976-03-17,Inez Henry,910870476
26912,Female,62,0,0,Yes,Private,Urban,68.39,27.2,never smoked,US,1957-09-27,Julia Williams,738066082
51090,Female,39,0,0,Yes,Govt_job,Urban,56.15,25,formerly smoked,US,1980-09-14,Karen Schrandt,236080375
20796,Female,34,0,0,Yes,Govt_job,Rural,91.95,24.2,never smoked,US,1984-12-25,Edward Justice,521330241
11463,Female,1.32,0,0,No,children,Urban,84.76,17.9,,US,2017-12-30,Jody Buntrock,291191040
71306,Male,35,0,0,No,Private,Rural,65.28,28.6,never smoked,US,1983-12-22,Jesse Wilson,555253523
25419,Female,59,0,0,Yes,Private,Rural,110.64,28.7,never smoked,US,1960-05-29,Alfonso Clark,601330906
28672,Female,37,0,0,Yes,Self-employed,Urban,106.96,38,,US,1981-12-01,John Escobar,461945811
57225,Female,22,0,0,No,Private,Rural,78.54,38.1,never smoked,US,1997-05-24,Sherman Fee,992832052
62863,Male,25,0,0,No,Private,Urban,84.04,23.5,smokes,US,1994-07-27,Thomas Stiltner,955269131
63324,Male,60,0,0,Yes,Private,Rural,65.56,26.9,smokes,US,1959-07-16,Stanley Delaney,939228376
5409,Female,37,0,0,Yes,Private,Urban,91.53,36,,US,1981-12-15,Jenifer Thompson,641534334
60670,Female,75,0,0,Yes,Self-employed,Urban,136.99,30.1,never smoked,US,1944-08-04,Marc Norris,704732602
52866,Female,52,0,0,Yes,Private,Urban,157.9,42.2,never smoked,US,1966-10-22,John Dubois,847785290
3198,Male,25,1,0,Yes,Self-employed,Rural,197.23,22.4,smokes,US,1994-04-02,Charles Green,170918343
741,Male,66,0,0,Yes,Govt_job,Urban,105.87,34.1,formerly smoked,US,1953-08-24,Mary Bright,503398958
4136,Female,71,1,0,No,Self-employed,Urban,202.16,22.6,,US,1948-08-30,Gregory Best,350155430
24114,Female,58,0,0,Yes,Self-employed,Urban,110.95,30.4,formerly smoked,US,1961-04-10,Carmen Hazen,066887251
50480,Male,21,0,0,No,Private,Urban,122.45,36.1,never smoked,US,1998-01-19,Donna Reardon,363687206
71101,Female,24,0,0,No,Private,Rural,75.03,23.3,never smoked,US,1995-07-20,Amanda Shelton,954709795
55671,Male,35,0,0,No,Private,Urban,115.77,45.9,smokes,US,1984-04-12,Samantha Talavera,996244961
69919,Female,20,0,0,No,Govt_job,Urban,122.37,17.9,never smoked,US,1998-10-24,Wesley Wilson,036476829
37226,Female,42,0,0,Yes,Private,Rural,97.74,23,never smoked,US,1976-11-17,Tom Mckinney,008752632
29750,Female,58,1,0,Yes,Private,Urban,79.92,33.3,,US,1961-10-05,Janet Castillo,239710853
49274,Male,3,0,0,No,children,Urban,65.76,16.1,,US,2016-05-12,Jesus Nettles,524683957
64749,Female,18,0,0,No,Private,Rural,110.66,19.4,,US,2000-12-04,Annie Cloud,986152799
28508,Male,47,0,0,No,Private,Rural,71.11,35.6,formerly smoked,US,1972-06-04,Allan Bailey,834645556
13792,Male,19,0,0,No,Private,Rural,113.91,19.8,,US,2000-01-06,Ronald Chavez,402782787
26979,Male,1.88,0,0,No,children,Urban,92.15,22.5,,US,2017-12-14,Mark Cieslinski,152248728
23896,Male,7,0,0,No,children,Urban,100.12,13.3,,US,2012-03-04,Sharon Hightower,899553232
20774,Male,66,0,0,Yes,Private,Rural,173.92,33.2,formerly smoked,US,1953-09-15,Christopher Woodlock,615838317
49472,Female,59,0,0,Yes,Private,Urban,57.43,20.3,smokes,US,1960-05-18,Harold Boulton,310979770
50790,Male,74,1,1,Yes,Self-employed,Urban,64.39,29.3,formerly smoked,US,1944-12-14,John Hall,080792796
69049,Male,55,0,0,No,Govt_job,Urban,69.19,29.6,never smoked,US,1964-04-04,Kim Lara,355988845
14985,Male,24,0,0,No,Private,Urban,78.64,25.5,never smoked,US,1995-02-24,Richard West,579770152
24715,Female,38,0,0,Yes,Private,Urban,193.56,37.4,never smoked,US,1981-01-30,Arthur Fair,578756998
32053,Female,1.56,0,0,No,children,Urban,95,17.6,,US,2018-04-22,Lorena Gonzalez,772687526
28636,Male,47,0,0,Yes,Private,Rural,111.64,28.9,,US,1971-12-10,John Izquierdo,912727143
61461,Male,45,0,0,Yes,Self-employed,Urban,76.36,34.6,formerly smoked,US,1974-07-31,Carl Gentry,404250601
29576,Female,26,0,0,Yes,Private,Urban,74.46,24.1,formerly smoked,US,1992-12-29,William Robinson,348498014
10827,Male,75,0,0,Yes,Private,Urban,225.82,37.7,smokes,US,1943-11-29,Beth Saver,149107935
71942,Male,51,0,0,Yes,Private,Rural,72.01,30.9,,US,1968-01-30,Velma Wyland,053063191
7963,Male,49,0,0,Yes,Govt_job,Rural,85.84,31.7,never smoked,US,1969-12-02,Charles Higa,683664599
6642,Female,59,0,0,Yes,Private,Urban,74.72,25,never smoked,US,1960-09-26,Donald Mcbride,973460010
69125,Male,50,0,0,Yes,Private,Urban,84.65,27.8,,US,1969-09-01,William Rhodes,528822158
39357,Female,38,0,0,No,Self-employed,Urban,79.15,28.4,never smoked,US,1981-07-24,Dorthy Jeffers,881806606
38843,Male,1.56,0,0,No,children,Urban,97.89,17.8,,US,2018-07-22,Gale Bonilla,038453725
70817,Female,34,0,0,Yes,Private,Rural,62.51,34.3,,US,1984-11-15,Wilber Victorine,382620594
69888,Female,38,0,0,Yes,Private,Urban,59.55,29.9,smokes,US,1981-06-26,Ruby Hogan,597055367
7657,Female,37,0,0,Yes,Private,Rural,87.67,25.1,smokes,US,1982-07-08,Mary Evans,984919152
53145,Female,40,0,0,No,Private,Rural,75.09,30.2,,US,1979-05-27,Marvin Brooks,024582249
4772,Female,44,0,0,Yes,Private,Rural,70.52,26.4,never smoked,US,1974-11-04,Timothy Ranck,758339293
36308,Female,38,0,0,Yes,Private,Rural,55.09,25.5,formerly smoked,US,1981-07-26,Rory Griffin,951092936
9759,Male,56,0,0,No,Private,Urban,91.82,26.5,smokes,US,1963-07-27,Rick Jackson,533898028
33274,Female,56,0,0,Yes,Self-employed,Rural,99.68,22.1,never smoked,US,1962-11-25,Mary Williams,972535656
49707,Female,78,0,0,No,Private,Rural,72.3,22.5,never smoked,US,1941-06-02,Margaret Allard,687736057
56898,Male,65,0,0,Yes,Private,Rural,176.65,59.2,never smoked,US,1953-11-07,Shelley Mcpeake,559744409
40595,Female,36,0,0,Yes,Private,Rural,150.66,23.1,never smoked,US,1982-10-20,Phillip Anderson,536312079
46857,Male,15,0,0,No,Govt_job,Rural,138.94,32.6,never smoked,US,2004-07-27,Justin Pugh,222523264
35712,Female,46,0,0,Yes,Govt_job,Urban,73.83,25.2,never smoked,US,1973-08-26,Therese Stlouis,172883962
40365,Female,24,0,0,No,Private,Urban,57.61,19.1,,US,1995-03-13,Angela Reardon,853609502
72159,Female,19,0,0,No,Private,Urban,183.12,23,never smoked,US,2000-06-24,John Portugal,560629294
59057,Female,60,0,0,Yes,Private,Rural,126.4,29.8,,US,1958-11-20,Christopher Anderson,640459263
37419,Male,72,0,0,Yes,Self-employed,Rural,192.05,37.4,smokes,US,1946-11-18,Alfred Vogt,028462661
39560,Female,8,0,0,No,children,Rural,164.94,21.4,,US,2011-06-21,Ronald Beek,012720810
17646,Male,36,0,0,Yes,Private,Rural,102.24,30.7,smokes,US,1982-12-21,James Butler,875904021
18156,Male,61,0,0,Yes,Private,Rural,91.78,28.6,never smoked,US,1958-04-23,Marilyn Bradshaw,892340789
35491,Female,29,0,0,Yes,Private,Urban,93.92,25.8,,US,1989-12-25,Kimberli Hall,538494597
58219,Male,5,0,0,No,children,Urban,126.82,16.9,,US,2014-01-11,Clinton Merrill,710282522
41018,Female,31,0,0,Yes,Private,Urban,74.99,20.6,never smoked,US,1988-04-24,Kirk Knight,027078863
12191,Female,66,1,0,Yes,Self-employed,Rural,127.82,28.3,,US,1953-08-18,Danny Mailes,787853584
27686,Male,8,0,0,No,children,Rural,114.45,14.8,,US,2011-08-09,Denise Cummings,387619682
63968,Male,52,0,0,Yes,Private,Urban,179.29,30.5,never smoked,US,1966-12-23,Melody Jones,503379217
28359,Female,5,0,0,No,children,Urban,73.35,16,,US,2014-05-03,Julie Barnett,266053531
45562,Male,58,0,0,Yes,Self-employed,Rural,108.3,25.2,smokes,US,1961-07-29,Marie Mcgurr,017853600
17576,Female,0.64,0,0,No,children,Urban,87.97,16.8,,US,2019-08-18,Tom Hill,976121544
64300,Female,19,0,0,No,Govt_job,Urban,56.52,21.3,smokes,US,2000-03-27,Willie Brodersen,612632213
70639,Male,18,0,0,No,Private,Rural,74.3,23.6,,US,2001-08-16,Ariel Kelly,376620754
5702,Female,20,0,0,No,Private,Rural,93.19,21.7,never smoked,US,1999-07-29,Denise Armstrong,437187447
19008,Female,17,0,0,No,Private,Urban,119.52,21.6,,US,2001-10-19,Barbara Chaplin,597482221
71482,Male,43,0,0,Yes,Private,Rural,117.47,40.3,smokes,US,1976-01-28,Michael Hedges,942328211
28755,Female,15,0,0,No,Private,Urban,98.13,23.1,never smoked,US,2004-03-21,William Hemphill,768956386
2845,Male,78,0,0,Yes,Self-employed,Urban,94.65,27.4,never smoked,US,1941-01-11,Roger Gonzalez,876487112
49994,Female,23,0,0,No,Private,Rural,73.6,30.6,never smoked,US,1996-06-28,Paul Wright,791787002
63440,Female,67,0,0,Yes,Private,Urban,83.78,25.5,never smoked,US,1952-09-01,Maxwell Williams,586636911
59266,Female,78,1,0,Yes,Self-employed,Rural,78.88,30.1,,US,1941-09-26,Darwin Horton,179953602
18471,Male,7,0,0,No,children,Rural,98.34,19.5,,US,2012-08-21,Donna Grossetete,368212461
6456,Female,70,0,1,Yes,Self-employed,Rural,91.55,,never smoked,US,1949-08-29,Tom Strickland,230050381
70093,Female,78,0,0,Yes,Self-employed,Urban,110.51,28.5,formerly smoked,US,1941-10-08,Doyle Delcour,572624959
23805,Male,33,0,0,No,Private,Rural,178.44,25.5,smokes,US,1986-09-06,Dustin Caudill,126513679
64584,Female,37,0,0,Yes,Private,Rural,114.02,24.9,,US,1982-03-14,Dorothy Valdez,069881355
46350,Female,33,0,0,Yes,Private,Rural,59.44,34.2,,US,1986-05-06,Ron Manley,677637265
41406,Female,29,0,0,Yes,Self-employed,Urban,64.9,25.4,,US,1990-08-22,Glenn Cade,443982482
49609,Male,35,0,0,No,Private,Rural,60.89,28.3,smokes,US,1983-12-20,Gerald Jordan,565588365
66682,Male,31,0,0,Yes,Private,Rural,86.95,25.9,never smoked,US,1988-05-28,Mary Galinis,888311836
41590,Female,65,1,0,Yes,Private,Urban,169.57,32.4,never smoked,US,1953-11-09,Bernice Low,803422841
71233,Female,28,0,0,Yes,Private,Urban,61.16,20.2,never smoked,US,1991-07-18,Virginia Dixon,006868129
46009,Female,58,0,0,Yes,Self-employed,Rural,76.59,30.7,never smoked,US,1961-05-31,Kenneth Bailey,003613206
71889,Female,46,0,0,Yes,Govt_job,Rural,126.32,31.1,,US,1973-08-18,Katherine Sales,723136671
64965,Male,70,0,0,Yes,Private,Urban,73.92,37.4,formerly smoked,US,1949-10-16,Danny Sells,701936473
2006,Female,25,0,0,No,Private,Urban,92.23,21.3,smokes,US,1994-07-18,Charles Morris,190883431
23384,Female,49,0,0,Yes,Private,Rural,94.2,28.1,formerly smoked,US,1969-10-24,Morgan Lafleur,106422931
21131,Female,48,0,0,Yes,Govt_job,Urban,76.03,46,formerly smoked,US,1970-11-07,Ray Carpenter,731924943
56148,Male,61,0,0,Yes,Self-employed,Rural,55.93,27.9,never smoked,US,1958-10-07,Michael Zak,622636615
14524,Female,34,0,0,Yes,Private,Urban,115.27,18.9,formerly smoked,US,1985-05-17,Cassandra Wingerd,636595915
36579,Female,48,0,0,Yes,Govt_job,Urban,122.42,24.4,,US,1971-08-23,Ellen Mullins,689484442
46918,Male,68,0,0,No,Private,Rural,62.5,41.2,formerly smoked,US,1951-08-26,George Hedgepeth,043030661
43858,Female,52,0,1,Yes,Self-employed,Rural,198.01,28.2,smokes,US,1967-09-22,Delilah Simpson,835120986
18521,Male,76,0,0,Yes,Private,Rural,75.99,20.4,formerly smoked,US,1943-04-14,Beverly Allen,779940266
58675,Male,43,0,0,Yes,Govt_job,Rural,79.61,31.9,formerly smoked,US,1975-11-08,Amanda Player,518274992
48550,Female,44,0,0,Yes,Govt_job,Rural,88.63,30.7,smokes,US,1975-02-28,Linnea Frost,379305224
47339,Male,46,1,0,Yes,Self-employed,Rural,58.15,27.9,smokes,US,1972-11-26,Kimberly Stine,173683088
35701,Male,23,0,0,No,Private,Urban,106.21,,smokes,US,1996-09-13,Doris Orton,271461899
14235,Female,37,0,0,Yes,Private,Rural,95.97,24.5,never smoked,US,1981-10-23,Carmen Budde,111396048
28090,Female,59,0,0,Yes,Private,Urban,92.74,25.6,,US,1959-10-22,Catherine Johnson,429271091
44277,Male,51,0,0,Yes,Private,Urban,108.48,34.3,smokes,US,1968-06-12,Harvey Smith,910035926
34987,Female,58,0,0,Yes,Private,Urban,209.3,43.8,never smoked,US,1961-02-13,Matthew Smith,731638868
53594,Male,53,0,0,No,Private,Urban,128.1,34.8,never smoked,US,1966-08-08,Audrey Galloway,166647147
60401,Female,1.24,0,0,No,children,Urban,68,20.5,,US,2018-02-10,Eva Schroeder,525566746
35029,Female,36,0,0,No,Private,Urban,111.98,53.1,smokes,US,1982-12-30,Constance Wisner,055525683
22218,Female,79,1,0,Yes,Self-employed,Rural,96.44,,formerly smoked,US,1940-02-09,Michael Moore,940286600
11362,Female,74,0,1,Yes,Private,Urban,97.82,23.5,formerly smoked,US,1945-01-10,Ethel Ham,631964078
46676,Female,34,0,0,Yes,Private,Urban,142.25,24.4,formerly smoked,US,1985-09-29,Nancy French,636080788
68227,Female,6,0,0,No,children,Rural,90.44,23.1,,US,2012-11-12,Zane Holberg,007108144
48177,Female,55,1,1,Yes,Private,Urban,66.59,29.6,smokes,US,1964-01-28,Gina Kelly,896300193
57013,Female,40,0,0,Yes,Private,Rural,59.76,33.7,never smoked,US,1979-04-09,James Landin,266486241
3779,Female,10,0,0,No,children,Urban,93.96,26.4,,US,2009-04-14,Ronald Sayles,164450086
71049,Female,36,0,0,Yes,Govt_job,Urban,80.34,26.4,never smoked,US,1982-12-20,Faye Padilla,164302141
933,Female,21,0,0,No,Private,Rural,105.72,,,US,1997-10-24,Ivan Cardinal,602072672
67376,Female,40,0,0,Yes,Private,Rural,113.36,20.3,,US,1979-05-19,Sarah Wilson,293802724
10611,Female,27,0,0,Yes,Private,Urban,81.45,25.3,never smoked,US,1992-01-22,James Rodgers,528148523
60943,Female,57,1,1,Yes,Govt_job,Rural,206.01,37.5,formerly smoked,US,1962-03-26,Rex Dearing,669179810
62288,Female,13,0,0,No,children,Rural,77.47,19.3,,US,2006-08-26,Sharon Hernandez,894453320
60283,Male,79,0,0,Yes,Private,Urban,70.97,30,formerly smoked,US,1940-05-01,Lana Blackburn,007056103
19333,Male,71,0,0,Yes,Private,Rural,135.06,35.2,formerly smoked,US,1948-06-29,Amanda Seaton,344616998
34228,Male,17,0,0,No,Never_worked,Urban,89.6,26.1,,US,2001-12-04,Matthew Currier,100487003
25554,Female,19,0,0,No,Private,Urban,89.65,23.1,never smoked,US,2000-03-25,Bernice Chang,367558573
49858,Female,38,0,0,Yes,Private,Urban,79.85,41.7,never smoked,US,1981-09-16,Teresa Lacasse,028818110
67776,Male,40,0,0,No,Private,Rural,57.56,39.7,never smoked,US,1979-05-29,Gayle Newsom,272383145
22506,Female,52,0,0,Yes,Private,Urban,74.45,25.5,never smoked,US,1967-07-10,Susan Bradley,369497767
47409,Male,61,0,0,Yes,Private,Rural,89.01,27.2,never smoked,US,1958-03-17,Crystal Fox,075732561
71005,Male,18,0,0,No,Private,Rural,105.09,30,never smoked,US,2000-12-29,Rebecca James,195981580
13126,Male,77,0,0,Yes,Private,Urban,110.29,31,smokes,US,1942-06-04,John Galloway,414392837
15142,Male,45,0,0,Yes,Govt_job,Rural,90.76,41.7,never smoked,US,1973-12-02,Anthony Hardy,205787434
66770,Male,21,0,0,No,Private,Urban,55.13,29.4,,US,1998-08-08,George Buchanan,157407542
48847,Female,47,1,0,Yes,Private,Urban,129.66,27.2,smokes,US,1971-11-13,Dawn Fontes,211169271
4571,Female,38,0,0,Yes,Private,Rural,86.38,58.3,formerly smoked,US,1981-01-23,Steven Portis,836975204
58590,Female,47,0,0,Yes,Govt_job,Urban,79.08,36.4,smokes,US,1971-11-30,Marla Haworth,930224565
55861,Female,69,0,0,Yes,Private,Urban,97.54,28.9,never smoked,US,1950-04-08,Michael Johnson,387516333
33947,Female,12,0,0,No,children,Urban,126.84,30.3,,US,2007-04-05,Ann Williams,593185378
8991,Female,40,0,0,No,Private,Urban,94.77,31.3,never smoked,US,1979-01-30,Edwina Beatty,857458015
55662,Female,61,0,0,Yes,Govt_job,Urban,72.87,37.7,never smoked,US,1958-07-05,Charlene Richard,636580929
5206,Male,42,0,0,Yes,Private,Urban,95.16,32.8,,US,1977-09-14,Laura Collier,548622828
16294,Female,68,0,0,Yes,Private,Rural,97.08,32.3,,US,1951-06-20,Robert Devore,356039471
52074,Female,48,0,0,Yes,Govt_job,Rural,107.25,36.6,formerly smoked,US,1971-03-04,Grace Ortiz,954982675
26827,Female,59,0,1,Yes,Govt_job,Urban,99.73,32.5,smokes,US,1960-02-10,Eduardo Poole,736558796
20816,Male,26,0,0,Yes,Private,Rural,68.35,22.3,never smoked,US,1993-07-23,Anthony Rivera,958855767
50776,Female,62,0,0,Yes,Govt_job,Urban,66.39,27.9,never smoked,US,1957-10-15,Shelby Castilleja,454691716
40072,Male,40,1,0,No,Private,Rural,103.12,32.7,,US,1979-05-02,Christine Winnike,457041978
24468,Male,0.4,0,0,No,children,Urban,90.16,20.7,,US,2019-07-24,Donella Lattea,188311504
26444,Male,46,0,0,Yes,Private,Rural,201.95,29.2,smokes,US,1972-12-13,Cheryl Baeza,396698368
40687,Female,50,0,0,Yes,Govt_job,Urban,65.14,29.6,never smoked,US,1968-11-13,Kara Davis,026138905
37729,Female,70,0,0,Yes,Private,Rural,101.57,29.2,formerly smoked,US,1949-07-23,Hazel Thompson,399522334
56997,Female,63,0,0,Yes,Self-employed,Rural,79.28,34.7,,US,1955-12-26,William Haddad,024593293
7072,Female,24,0,0,No,Govt_job,Rural,73.92,25.9,never smoked,US,1994-10-26,Forrest Cole,565841392
270,Female,41,0,0,Yes,Private,Rural,89.8,24.9,never smoked,US,1978-05-15,Mark Velez,548785656
15155,Male,78,0,1,Yes,Govt_job,Urban,236.33,23.9,formerly smoked,US,1941-02-26,Paul Schoeppner,764951989
14610,Male,2,0,0,No,children,Rural,103,18.5,,US,2017-02-18,Maria Warren,015518110
5941,Female,66,0,0,Yes,Self-employed,Rural,106.6,24.2,never smoked,US,1953-06-14,Ruth Scott,949139858
28336,Male,7,0,0,No,children,Rural,100.6,18.9,,US,2011-12-29,Cheryl Piirto,375277588
48534,Female,79,0,0,Yes,Self-employed,Urban,92.26,24,never smoked,US,1940-01-04,Maria Williams,461132667
13050,Female,41,0,0,Yes,Private,Urban,70.03,37.7,never smoked,US,1978-02-02,Antoinette Durkin,311961571
1882,Female,0.08,0,0,No,children,Rural,77.87,14.4,,US,2019-02-16,Mei Coombs,461544744
62804,Female,18,0,0,No,Private,Rural,80.09,18.3,never smoked,US,2001-02-26,Christa Jenkins,798171071
69130,Male,52,0,0,No,Private,Urban,87.74,23.6,,US,1967-04-02,Nancy Cox,991957706
53672,Female,59,0,0,Yes,Private,Urban,67.09,20.5,,US,1960-04-03,James Mann,043293388
34425,Female,75,0,0,Yes,Private,Rural,86.63,18.4,never smoked,US,1944-04-19,Jeanne Harper,579629481
63643,Female,22,0,0,No,Private,Rural,63.71,21.6,never smoked,US,1997-02-09,Margaret Allen,064853637
53199,Male,79,0,0,Yes,Self-employed,Rural,212.1,33.9,never smoked,US,1939-10-26,Eddie Santana,887653511
61791,Male,50,0,0,Yes,Govt_job,Rural,141.69,29,,US,1968-11-08,Andrew Gonzales,566182802
62667,Male,66,0,0,Yes,Self-employed,Urban,63.42,22.5,formerly smoked,US,1952-10-21,Freddie Smith,291130891
28676,Male,68,0,1,Yes,Govt_job,Urban,90.61,24.2,formerly smoked,US,1951-03-12,Carol Johnson,516257696
23833,Male,53,0,0,Yes,Private,Urban,226.5,31.1,formerly smoked,US,1966-10-13,Bonnie Serna,611929725
51692,Male,9,0,0,No,children,Rural,65.7,19.5,,US,2010-10-02,John Roy,797838247
66852,Female,40,0,0,Yes,Private,Rural,57.89,25.2,,US,1979-01-15,Amanda Rahman,772673683
71546,Male,43,0,0,Yes,Private,Urban,207.27,33.9,never smoked,US,1976-04-20,Ronald George,507207981
66539,Male,32,0,0,Yes,Private,Rural,110.71,26.9,smokes,US,1986-10-21,Debra Lambert,644724940
7854,Male,4,0,0,No,children,Rural,88.61,16,,US,2015-08-19,Henry Murphy,571213059
5213,Male,36,0,0,Yes,Private,Rural,104.7,26.1,never smoked,US,1982-10-17,George Hinojosa,161116903
35059,Female,81,0,0,Yes,Private,Urban,107.82,21.5,never smoked,US,1938-07-16,Odette Ray,563013618
11736,Male,15,0,0,No,Private,Urban,90.35,28.7,never smoked,US,2004-08-15,Howard Blandy,905784937
70478,Male,61,1,0,Yes,Private,Urban,97.89,32.7,never smoked,US,1958-04-04,Roger Muniz,226632879
45992,Male,53,0,0,Yes,Private,Rural,73.84,22.7,smokes,US,1966-02-06,Brenda Williams,491913854
59844,Female,82,0,0,Yes,Private,Urban,81.85,27.6,formerly smoked,US,1937-06-25,Thad Dennis,042636664
16514,Female,4,0,0,No,children,Urban,86.24,16.4,,US,2015-06-07,Jeff Culverhouse,100971590
70016,Female,24,0,0,No,Private,Rural,94.61,33.4,never smoked,US,1995-04-29,Brian Lapinsky,296922197
30486,Female,62,1,0,Yes,Private,Urban,83.68,29.4,never smoked,US,1957-08-28,Robert Bennett,635610864
15124,Female,26,0,0,No,Private,Rural,77.66,32,never smoked,US,1992-12-20,Elizabeth Knobbe,902458705
4363,Male,40,0,0,Yes,Govt_job,Rural,83.55,30.7,never smoked,US,1979-03-07,James Weissman,499410850
59802,Female,30,0,0,No,Private,Rural,59.26,33,smokes,US,1988-12-19,Pamela Cothran,891084025
5091,Male,30,0,0,No,Self-employed,Rural,103.04,40.8,formerly smoked,US,1989-06-21,Russell Owens,071623570
26903,Female,67,0,0,Yes,Private,Urban,93.21,35,formerly smoked,US,1951-12-11,David Summers,478312110
43051,Female,52,0,0,Yes,Private,Urban,235.17,33.1,formerly smoked,US,1966-11-28,George Washington,470656543
30777,Female,57,0,0,Yes,Govt_job,Urban,99.75,24.8,never smoked,US,1962-02-20,Cindy Taylor,720322274
38407,Male,20,0,0,No,Private,Urban,56.56,27.3,never smoked,US,1999-08-22,Anna Longwell,955191190
11164,Female,33,0,0,Yes,Private,Urban,101.22,32.7,smokes,US,1986-09-16,Bill Mcginn,081729070
41629,Female,29,0,0,No,Private,Urban,122.48,29.8,never smoked,US,1990-04-01,Donna Leblanc,039336158
9876,Female,73,0,0,Yes,Self-employed,Urban,206.51,27.1,never smoked,US,1945-10-30,Mary Steele,928884115
44977,Male,68,0,0,Yes,Self-employed,Rural,199.08,28.7,formerly smoked,US,1951-02-08,Kenneth Cook,560361870
69411,Female,78,0,1,Yes,Self-employed,Urban,132.98,30.4,,US,1941-05-10,Heather Sullivan,319410884
38122,Male,47,0,0,Yes,Private,Rural,84.09,28.7,,US,1971-12-20,Helen Flowers,994011200
7836,Female,34,0,0,Yes,Private,Urban,88.09,21.5,never smoked,US,1985-07-26,Kristie Trombley,067322251
66109,Female,51,0,0,Yes,Self-employed,Urban,75.53,32,never smoked,US,1968-09-25,Robert Giddens,263204630
12670,Male,61,0,0,Yes,Private,Urban,93.99,,formerly smoked,US,1958-06-28,Frederick Lickliter,672762901
202,Female,48,0,0,Yes,Self-employed,Urban,80.54,25.1,,US,1970-11-19,Amanda Sprenger,094327203
17089,Female,20,0,0,No,Govt_job,Rural,84.18,20.4,never smoked,US,1998-12-31,Ivan Bolduc,610227680
34639,Male,71,1,1,Yes,Private,Rural,78.83,,,US,1947-10-28,Alice Carrales,755800725
23904,Female,82,0,0,Yes,Self-employed,Rural,100.36,25.8,,US,1937-03-01,Matthew Thomas,096949052
71527,Male,54,0,0,Yes,Govt_job,Urban,90.19,29.8,formerly smoked,US,1965-05-16,Gary Rhoads,253391402
2255,Male,59,0,0,Yes,Govt_job,Rural,122.8,,formerly smoked,US,1960-08-09,Alan Wagner,580847446
70555,Male,63,0,0,Yes,Private,Rural,64.72,29.2,,US,1956-08-23,Harry Whitmire,196434234
61496,Male,39,0,0,Yes,Govt_job,Urban,57.69,33,never smoked,US,1980-01-21,Joseph Linke,046348391
23826,Female,53,0,0,Yes,Private,Urban,99.68,22.4,formerly smoked,US,1966-02-06,Boyce Husar,868574672
56644,Female,38,1,0,Yes,Private,Urban,124.26,38.3,never smoked,US,1981-04-29,Bryan Mitchell,326294806
41316,Female,4,0,0,No,children,Urban,77.22,18.1,,US,2015-04-24,Steven Worthey,980254258
35097,Female,34,0,0,Yes,Self-employed,Urban,99.07,20.2,,US,1985-09-27,Raquel Bludworth,515579951
49101,Female,28,0,0,No,Self-employed,Urban,76.03,37.2,,US,1991-01-13,Terry Mack,863303741
64927,Female,16,0,0,No,Private,Urban,61.85,19.5,smokes,US,2003-09-07,Travis Taylor,057644612
65297,Female,28,0,0,Yes,Private,Rural,61.04,26.4,never smoked,US,1991-06-03,Bertha Tolles,032683736
6522,Female,17,0,0,No,Private,Urban,115.62,30.1,never smoked,US,2002-02-01,Michael Johnson,526111074
